"Clé","Name (English)","اسم (العربية)","Nom (français)","ISO","Propriétaire (Id)","Propriétaire (Nom)"
"27697239","Zghaya","الزغاية","Zghaya","","5253","Délégation de Beni Khedech"
"27697249","El Benaina","البنية","El Benaina","","5253","Délégation de Beni Khedech"
"27697259","El Fejij","الفجيج","El Fejij","","5253","Délégation de Beni Khedech"
"27697269","El Menzela","المنزلة","El Menzela","","5253","Délégation de Beni Khedech"
"27697279","Zammour","زمور","Zammour","","5253","Délégation de Beni Khedech"
"27697289","El Hamaïma","الحميمة","El Hamaïma","","5253","Délégation de Beni Khedech"
"27697299","El Behira","البحيرة","El Behira","","5253","Délégation de Beni Khedech"
"27697309","Ksar El Jedid","القصر الجديد","Ksar El Jedid","","5253","Délégation de Beni Khedech"
"5254","Delegation of Ben Guerdane","معتمدية  بنقردان","Délégation de Ben Guerdane","","52","Gouvernorat de Medenine"
"27697319","Ben Guerdane Nord","بن قردان الشمالية","Ben Guerdane Nord","","5254","Délégation de Ben Guerdane"
"27697329","Ben Guerdane Sud","بن قردان الجنوبية","Ben Guerdane Sud","","5254","Délégation de Ben Guerdane"
"27697339","Essayah","الصياح","Essayah","","5254","Délégation de Ben Guerdane"
"27697349","Jamila","جميلة","Jamila","","5254","Délégation de Ben Guerdane"
"27697359","El Mâamerat","المعمرات","El Mâamerat","","5254","Délégation de Ben Guerdane"
"27697369","El Amria","العامرية","El Amria","","5254","Délégation de Ben Guerdane"
"27697379","Ettabaï","الطابعي","Ettabaï","","5254","Délégation de Ben Guerdane"
"27697389","Ourasnia","الوراسنية","Ourasnia","","5254","Délégation de Ben Guerdane"
"27697399","Jallel","جلال","Jallel","","5254","Délégation de Ben Guerdane"
"27697409","Neffatia","النفاتية","Neffatia","","5254","Délégation de Ben Guerdane"
"27697419","Chahbania","الشهبانية","Chahbania","","5254","Délégation de Ben Guerdane"
"27697429","Chareb Errajel","شارب الراجل","Chareb Errajel","","5254","Délégation de Ben Guerdane"
"5255","Delegation of Zarzis","معتمدية  جرجيس","Délégation de Zarzis","","52","Gouvernorat de Medenine"
"27697439","zarzis","جرجيس","zarzis","","5255","Délégation de Zarzis"
"27697449","20 mars","20 مارس","20 mars","","5255","Délégation de Zarzis"
"27697459","Tahar Sfar","الطاهر صفر","Tahar Sfar","","5255","Délégation de Zarzis"
"27697469","Ejdaria","الجدارية","Ejdaria","","5255","Délégation de Zarzis"
"27697479","El Bassatine","البساتين","El Bassatine","","5255","Délégation de Zarzis"
"27697489","Essouihel","السويحل","Essouihel","","5255","Délégation de Zarzis"
"27697499","Oued Ettieb","واد التياب","Oued Ettieb","","5255","Délégation de Zarzis"
"27697509","Hassi El Jerbi","حسي الجربي","Hassi El Jerbi","","5255","Délégation de Zarzis"
"27697519","Khaoui El Ghedir","خوي الغدير","Khaoui El Ghedir","","5255","Délégation de Zarzis"
"27697529","Hamadi","حمادي","Hamadi","","5255","Délégation de Zarzis"
"27697539","Hichem E l Hamadi","هشام الحمادي","Hichem E l Hamadi","","5255","Délégation de Zarzis"
"27697549","El Ghorabet","الغرابات","El Ghorabet","","5255","Délégation de Zarzis"
"27697559","El Grebis","القريبيس","El Grebis","","5255","Délégation de Zarzis"
"27697569","Hamadi Boutoufaha","حمادي بو تفاحة","Hamadi Boutoufaha","","5255","Délégation de Zarzis"
"27697579","El Ogla","العقلة","El Ogla","","5255","Délégation de Zarzis"
"27697589","Chammakh","شماخ","Chammakh","","5255","Délégation de Zarzis"
"5256","Delegation of Djerba Houmet Souk","معتمدية  جربة حومة السوق","Délégation de Djerba Houmet Souk","","52","Gouvernorat de Medenine"
"27697599","Taourit","طاوريت","Taourit","","5256","Délégation de Djerba Houmet Souk"
"27697609","Bou Melel","بوملال","Bou Melel","","5256","Délégation de Djerba Houmet Souk"
"27697619","El Jouamâa","الجوامع","El Jouamâa","","5256","Délégation de Djerba Houmet Souk"
"27697629","Fatou","فاطو","Fatou","","5256","Délégation de Djerba Houmet Souk"
"27697639","Mazraïa","مزراية","Mazraïa","","5256","Délégation de Djerba Houmet Souk"
"27697649","Sedghaiane","صدغيان","Sedghaiane","","5256","Délégation de Djerba Houmet Souk"
"27697659","Oualeg","والغ","Oualeg","","5256","Délégation de Djerba Houmet Souk"
"27697669","Essouani","السواني","Essouani","","5256","Délégation de Djerba Houmet Souk"
"27697679","Erriadh","الرياض","Erriadh","","5256","Délégation de Djerba Houmet Souk"
"27697689","El Hachene","الحشان","El Hachene","","5256","Délégation de Djerba Houmet Souk"
"27697699","Mellita","مليتة","Mellita","","5256","Délégation de Djerba Houmet Souk"
"5257","Delegation of Djerba Midoun","معتمدية  جربة ميدون","Délégation de Djerba Midoun","","52","Gouvernorat de Medenine"
"27697709","Midoun","ميدون","Midoun","","5257","Délégation de Djerba Midoun"
"27697719","Arkou","اركو","Arkou","","5257","Délégation de Djerba Midoun"
"27697729","El Mahboubine","المحبوبين","El Mahboubine","","5257","Délégation de Djerba Midoun"
"27697739","Beni Mâaguel","بني معقل","Beni Mâaguel","","5257","Délégation de Djerba Midoun"
"27697749","Sedouikèch","صدويكش","Sedouikèch","","5257","Délégation de Djerba Midoun"
"27697759","El May","الماي","El May","","5257","Délégation de Djerba Midoun"
"27697769","Robbana","ربانة","Robbana","","5257","Délégation de Djerba Midoun"
"5258","Delegation of Djerba Ajim","معتمدية  جربة أجيم","Délégation de Djerba Ajim","","52","Gouvernorat de Medenine"
"27697779","Ajim","اجيم","Ajim","","5258","Délégation de Djerba Ajim"
"27697789","El Khenensa","الخنانسة","El Khenensa","","5258","Délégation de Djerba Ajim"
"27697799","Mezrene","مزران","Mezrene","","5258","Délégation de Djerba Ajim"
"27697809","Guellala","قلالة","Guellala","","5258","Délégation de Djerba Ajim"
"27697819","Oued Ezzebib","وادي الزبيب","Oued Ezzebib","","5258","Délégation de Djerba Ajim"
"27697829","El Groa","القرع","El Groa","","5258","Délégation de Djerba Ajim"
"5259","Delegation of Sidi Makhloulf","معتمدية  سيدي مخلوف","Délégation de Sidi Makhloulf","","52","Gouvernorat de Medenine"
"27697839","Sidi Makhlouf","سيدي مخلوف","Sidi Makhlouf","","5259","Délégation de Sidi Makhloulf"
"27697849","El Grine","القرين","El Grine","","5259","Délégation de Sidi Makhloulf"
"27697859","El Maghzaouia","المغزاوية","El Maghzaouia","","5259","Délégation de Sidi Makhloulf"
"27697869","El Jourf","الجرف","El Jourf","","5259","Délégation de Sidi Makhloulf"
"27697879","Bedoui","بدوي","Bedoui","","5259","Délégation de Sidi Makhloulf"
"27697889","Amra","عمرة","Amra","","5259","Délégation de Sidi Makhloulf"
"27697899","Er Ragouba Est","الراقوبة الشرقية","Er Ragouba Est","","5259","Délégation de Sidi Makhloulf"
"27697909","Er Ragouba Ouest","الراقوبة الغربية","Er Ragouba Ouest","","5259","Délégation de Sidi Makhloulf"
"27697919","El Ghabai","الغباي","El Ghabai","","5259","Délégation de Sidi Makhloulf"
"27697929","El Gosba","القصبة","El Gosba","","5259","Délégation de Sidi Makhloulf"
"27697939","Darjaoua","الدرجاوة","Darjaoua","","5259","Délégation de Sidi Makhloulf"
"53","Governorate of Tataouine","ولاية تطاوين","Gouvernorat de Tataouine","TN-83","5","Sud Est"
"5351","Delegation of Tataouine Nord","معتمدية  تطاوين الشمالية","Délégation de Tataouine Nord","","53","Gouvernorat de Tataouine"
"27697949","En-Nozha","النزهة","En-Nozha","","5351","Délégation de Tataouine Nord"
"27697959","Ettadhamen","التضامن","Ettadhamen","","5351","Délégation de Tataouine Nord"
"27697969","En-Nasr","النصر","En-Nasr","","5351","Délégation de Tataouine Nord"
"27697979","Oued El Gemah","وادي القمح","Oued El Gemah","","5351","Délégation de Tataouine Nord"
"27697989","Berourmet","برورمت","Berourmet","","5351","Délégation de Tataouine Nord"
"27697999","Telelt","تلالت","Telelt","","5351","Délégation de Tataouine Nord"
"27698009","Oued El Ghar","وادي الغار","Oued El Ghar","","5351","Délégation de Tataouine Nord"
"27698019","El Maouna","المعونة","El Maouna","","5351","Délégation de Tataouine Nord"
"27698029","Ezzahra","الزهراء","Ezzahra","","5351","Délégation de Tataouine Nord"
"27698039","Gattoufa","قطوفة","Gattoufa","","5351","Délégation de Tataouine Nord"
"27698049","Khetma","جاتمة","Khetma","","5351","Délégation de Tataouine Nord"
"27698059","Essâada","السعادة","Essâada","","5351","Délégation de Tataouine Nord"
"27698069","El Galâa Est","القلعة الشرقية","El Galâa Est","","5351","Délégation de Tataouine Nord"
"27698079","El Galâa Ouest","القلعة الغربية","El Galâa Ouest","","5351","Délégation de Tataouine Nord"
"27698089","Beni Belal","بني بلال","Beni Belal","","5351","Délégation de Tataouine Nord"
"5352","Delegation of Tataouine Sud","معتمدية  تطاوين الجنوبية","Délégation de Tataouine Sud","","53","Gouvernorat de Tataouine"
"27698099","Tataouine Ville","تطاوين المدينة","Tataouine Ville","","5352","Délégation de Tataouine Sud"
"27698109","Tataouine Superieure","تطاوين العليا","Tataouine Superieure","","5352","Délégation de Tataouine Sud"
"27698119","El Maztouria Sud","المزطورية الجنوبية","El Maztouria Sud","","5352","Délégation de Tataouine Sud"
"27698129","El Maztouria Nord","المزطورية الشمالية","El Maztouria Nord","","5352","Délégation de Tataouine Sud"
"27698139","Gharghar","غرغار","Gharghar","","5352","Délégation de Tataouine Sud"
"27698149","Cité El Barr","حي البر","Cité El Barr","","5352","Délégation de Tataouine Sud"
"27698159","Ksar El Moukabala","قصر المقابلة","Ksar El Moukabala","","5352","Délégation de Tataouine Sud"
"27698169","Nouvelle Chnini","شنني الجديدة","Nouvelle Chnini","","5352","Délégation de Tataouine Sud"
"27698179","Chenini","شنني","Chenini","","5352","Délégation de Tataouine Sud"
"27698189","Eddouiret","الدويرات","Eddouiret","","5352","Délégation de Tataouine Sud"
"27698199","El Mesreb","المسرب","El Mesreb","","5352","Délégation de Tataouine Sud"
"27698209","Erroghba","الرقبة","Erroghba","","5352","Délégation de Tataouine Sud"
"27698219","Ras El Ouedi","رأس الوادي","Ras El Ouedi","","5352","Délégation de Tataouine Sud"
"27698229","Bir Thalathine","بئر الثلاثين","Bir Thalathine","","5352","Délégation de Tataouine Sud"
"27698239","Beni Barka - Tounket","بني بركة - تونكت","Beni Barka - Tounket","","5352","Délégation de Tataouine Sud"
"5353","Delegation of Smâr","معتمدية  الصمار","Délégation de Smâr","","53","Gouvernorat de Tataouine"
"27698249","Kerchaou","كرشاو","Kerchaou","","5353","Délégation de Smâr"
"27698259","Smar","الصمار","Smar","","5353","Délégation de Smâr"
"27698269","El Ghariani","الغر ياني","El Ghariani","","5353","Délégation de Smâr"
"27698279","Errahech","الرهاش","Errahech","","5353","Délégation de Smâr"
"27698289","El Morra","المرة","El Morra","","5353","Délégation de Smâr"
"27698299","Ksar Aoun","قصر عون","Ksar Aoun","","5353","Délégation de Smâr"
"27698309","Ksar Mehira","قصر مهيرة","Ksar Mehira","","5353","Délégation de Smâr"
"27698319","Beni Mehira Est","بني مهيرة الشرقية","Beni Mehira Est","","5353","Délégation de Smâr"
"5354","Delegation of Bir Lahmar","معتمدية  بئر الأحمر","Délégation de Bir Lahmar","","53","Gouvernorat de Tataouine"
"27698329","Bir Lahmar Est","بئر الاحمر الشرقية","Bir Lahmar Est","","5354","Délégation de Bir Lahmar"
"27698339","Bir Lahmar Ouest","بئر الاحمر الغربية","Bir Lahmar Ouest","","5354","Délégation de Bir Lahmar"
"27698349","Sened","السند","Sened","","5354","Délégation de Bir Lahmar"
"27698359","El Argoub","العرقوب","El Argoub","","5354","Délégation de Bir Lahmar"
"27698369","Grager","قراقر","Grager","","5354","Délégation de Bir Lahmar"
"27698379","El Medina","المدينة","El Medina","","5354","Délégation de Bir Lahmar"
"27698389","El Bassatine","البساتين","El Bassatine","","5354","Délégation de Bir Lahmar"
"5355","Delegation of Ghomrassen","معتمدية  غمراسن","Délégation de Ghomrassen","","53","Gouvernorat de Tataouine"
"27698399","Ghomrassen","غمراسن","Ghomrassen","","5355","Délégation de Ghomrassen"
"27698409","El Ouaha","الواحة","El Ouaha","","5355","Délégation de Ghomrassen"
"27698419","Ezzouhour","الزهور","Ezzouhour","","5355","Délégation de Ghomrassen"
"27698429","El Ghordhab","القرضاب","El Ghordhab","","5355","Délégation de Ghomrassen"
"27698439","El Ferch","الفرش","El Ferch","","5355","Délégation de Ghomrassen"
"27698449","Guermassa","قرماسة","Guermassa","","5355","Délégation de Ghomrassen"
"27698459","Ksar El Haddada","قصر الحدادة","Ksar El Haddada","","5355","Délégation de Ghomrassen"
"27698469","Nouvelle Medina","المدينة الجديدة","Nouvelle Medina","","5355","Délégation de Ghomrassen"
"27698479","Ksar El Mourabitine","قصر المرابطين","Ksar El Mourabitine","","5355","Délégation de Ghomrassen"
"27698489","Oued El Khil","وادي الخيل","Oued El Khil","","5355","Délégation de Ghomrassen"
"5356","Delegation of Dhehiba","معتمدية  ذهيبة","Délégation de Dhehiba","","53","Gouvernorat de Tataouine"
"27698499","Dhehbia Est","ذهبية الشرقية","Dhehbia Est","","5356","Délégation de Dhehiba"
"27698509","Dhehbia Ouest","ذهبية الغربية","Dhehbia Ouest","","5356","Délégation de Dhehiba"
"5357","Delegation of Remada","معتمدية  رمادة","Délégation de Remada","","53","Gouvernorat de Tataouine"
"27698519","Rémada Est","رمادة الشرقية","Rémada Est","","5357","Délégation de Remada"
"27698529","Rémada Ouest","رمادة الغربية","Rémada Ouest","","5357","Délégation de Remada"
"27698539","Nekrif","نكريف","Nekrif","","5357","Délégation de Remada"
"27698549","Kenbout","كنبوت","Kenbout","","5357","Délégation de Remada"
"27698559","Bir Amir","بئر عمير","Bir Amir","","5357","Délégation de Remada"
"27698569","Borj El Khadhra","برج الخضراء","Borj El Khadhra","","5357","Délégation de Remada"
"27698579","Meghani","مغنى","Meghani","","5357","Délégation de Remada"
"6","South West","إقليم الجنوب الغربي","Sud Ouest","","0","Tunisie"
"61","Governorate of Gafsa","ولاية قفصة","Gouvernorat de Gafsa","TN-71","6","Sud Ouest"
"6151","Delegation of Gafsa Nord","معتمدية  قفصة الشمالية","Délégation de Gafsa Nord","","61","Gouvernorat de Gafsa"
"27698589","Guetis","قطيس","Guetis","","6151","Délégation de Gafsa Nord"
