"Clé","Name (English)","اسم (العربية)","Nom (français)","ISO","Propriétaire (Id)","Propriétaire (Nom)"
"27694649","Eddachra","الدشرة","Eddachra","","4259","Délégation de Thala"
"27694659","Aïn Aj-Jadeida","عين الجديدة","Aïn Aj-Jadeida","","4259","Délégation de Thala"
"27694669","Barmajna","برماجنة","Barmajna","","4259","Délégation de Thala"
"27694679","Oued Errachech","وادي الرشح","Oued Errachech","","4259","Délégation de Thala"
"27694689","El Joua","الجوى","El Joua","","4259","Délégation de Thala"
"27694699","El Hamed","الحماد","El Hamed","","4259","Délégation de Thala"
"27694709","Zelfane","زلفان","Zelfane","","4259","Délégation de Thala"
"27694719","Boulahnech","بو الأحناش","Boulahnech","","4259","Délégation de Thala"
"27694729","Sidi M'hammed","سيدي محمد","Sidi M'hammed","","4259","Délégation de Thala"
"27694739","Ouljet Edhel","ولجة الظل","Ouljet Edhel","","4259","Délégation de Thala"
"27694749","Ech-Chaffaï","الشافعي","Ech-Chaffaï","","4259","Délégation de Thala"
"4260","Delegation of Hidra","معتمدية  حيدرة","Délégation de Hidra","","42","Gouvernorat de Kasserine"
"27694759","Hidra","حيدرة","Hidra","","4260","Délégation de Hidra"
"27694769","T'baga","الطباقة","T'baga","","4260","Délégation de Hidra"
"27694779","El Mekimen","المكيمن","El Mekimen","","4260","Délégation de Hidra"
"27694789","Lajrad","الأجرد","Lajrad","","4260","Délégation de Hidra"
"27694799","Es-Sray","الصري","Es-Sray","","4260","Délégation de Hidra"
"27694809","Aïn Eddefla","عين الدفلة","Aïn Eddefla","","4260","Délégation de Hidra"
"4261","Delegation of Foussana","معتمدية  فوسانة","Délégation de Foussana","","42","Gouvernorat de Kasserine"
"27694819","Foussana","فوسانة","Foussana","","4261","Délégation de Foussana"
"27694829","Foussana Lahouaz","فوسانة الأحواز","Foussana Lahouaz","","4261","Délégation de Foussana"
"27694839","Khmouda Nord","خمودة الشمالية","Khmouda Nord","","4261","Délégation de Foussana"
"27694849","Khmouda Sud","خمودةالجنوبية","Khmouda Sud","","4261","Délégation de Foussana"
"27694859","Ouled Mahfoudh","أولاد محفوظ","Ouled Mahfoudh","","4261","Délégation de Foussana"
"27694869","Afrane","أفران","Afrane","","4261","Délégation de Foussana"
"27694879","El Meziraa","المزيرعة","El Meziraa","","4261","Délégation de Foussana"
"27694889","El Aadhira","العذيرة","El Aadhira","","4261","Délégation de Foussana"
"27694899","El Hazza","الحازة","El Hazza","","4261","Délégation de Foussana"
"27694909","EL Brika","البريكة","EL Brika","","4261","Délégation de Foussana"
"27694919","Bouderiass","بودرياس","Bouderiass","","4261","Délégation de Foussana"
"27694929","Aïn El Jinene","عين الجنان","Aïn El Jinene","","4261","Délégation de Foussana"
"27694939","Er-Rtibet","الرطيبات","Er-Rtibet","","4261","Délégation de Foussana"
"4262","Delegation of Feriana","معتمدية  فريانة","Délégation de Feriana","","42","Gouvernorat de Kasserine"
"27694949","Feriana","فريانة","Feriana","","4262","Délégation de Feriana"
"27694959","El Erg","العرق","El Erg","","4262","Délégation de Feriana"
"27694969","El Ahouach","الأحواش","El Ahouach","","4262","Délégation de Feriana"
"27694979","Es-Skhirat","الصخيرات","Es-Skhirat","","4262","Délégation de Feriana"
"27694989","El Arâar","العرعار","El Arâar","","4262","Délégation de Feriana"
"27694999","Hanachi","حناشي","Hanachi","","4262","Délégation de Feriana"
"27695009","Garet En-Nâam","قارة النعام","Garet En-Nâam","","4262","Délégation de Feriana"
"27695019","Bouchebka","بوشبكة","Bouchebka","","4262","Délégation de Feriana"
"27695029","Om Ali","أم علي","Om Ali","","4262","Délégation de Feriana"
"27695039","Bouhaya","بوحية","Bouhaya","","4262","Délégation de Feriana"
"27695049","Telept","تلابت","Telept","","4262","Délégation de Feriana"
"27695059","Abdeladhim","عبد العظيم","Abdeladhim","","4262","Délégation de Feriana"
"4263","Delegation of Majel Bel Abbès","معتمدية  ماجل بالعباس","Délégation de Majel Bel Abbès","","42","Gouvernorat de Kasserine"
"27695069","Majel Bel Abbes Nord","ماجل بالعباس الشمالية","Majel Bel Abbes Nord","","4263","Délégation de Majel Bel Abbès"
"27695079","Majel Bel Abbes Sud","ماجل بالعباس الجنوبية","Majel Bel Abbes Sud","","4263","Délégation de Majel Bel Abbès"
"27695089","Oum Laksab","أم الأقصاب","Oum Laksab","","4263","Délégation de Majel Bel Abbès"
"27695099","Ennadhour","الناظور","Ennadhour","","4263","Délégation de Majel Bel Abbès"
"27695109","Henchir Oum El Khir","هنشير أم الخير","Henchir Oum El Khir","","4263","Délégation de Majel Bel Abbès"
"27695119","Soula","صولة","Soula","","4263","Délégation de Majel Bel Abbès"
"27695129","Grouâ El Jedra","قروع الجدرة","Grouâ El Jedra","","4263","Délégation de Majel Bel Abbès"
"43","Governorate of Sidi Bouzid","ولاية سيدي بوزيد","Gouvernorat de Sidi Bouzid","TN-43","4","Centre Ouest"
"4351","Delegation of Sidi Bouzid Ouest","معتمدية  سيدي بوزيد الغربية","Délégation de Sidi Bouzid Ouest","","43","Gouvernorat de Sidi Bouzid"
"27695139","Sidi Bouzid","سيدي بوزيد","Sidi Bouzid","","4351","Délégation de Sidi Bouzid Ouest"
"27695149","Ennour","النور","Ennour","","4351","Délégation de Sidi Bouzid Ouest"
"27695159","Sidi Salem","سيدي سالم","Sidi Salem","","4351","Délégation de Sidi Bouzid Ouest"
"27695169","EL Hichria","الهيشرية","EL Hichria","","4351","Délégation de Sidi Bouzid Ouest"
"27695179","El Friou","الفريو","El Friou","","4351","Délégation de Sidi Bouzid Ouest"
"27695189","Sadakia","الصداقية","Sadakia","","4351","Délégation de Sidi Bouzid Ouest"
"27695199","Oum El Adham (1)","أم العظام (1)","Oum El Adham (1)","","4351","Délégation de Sidi Bouzid Ouest"
"27695209","Oum EL Adham (2)","أم العظام (2)","Oum EL Adham (2)","","4351","Délégation de Sidi Bouzid Ouest"
"27695219","Ettouila","الطويلة","Ettouila","","4351","Délégation de Sidi Bouzid Ouest"
"27695229","Ennasr","النصر","Ennasr","","4351","Délégation de Sidi Bouzid Ouest"
"27695239","Sidi Bouzid Sud","سيدي بوزيد الجنوبية","Sidi Bouzid Sud","","4351","Délégation de Sidi Bouzid Ouest"
"27695249","Sidi Bouzid Ouest","سيدي بوزيد الغربية","Sidi Bouzid Ouest","","4351","Délégation de Sidi Bouzid Ouest"
"4352","Delegation of Sidi Bouzid Est","معتمدية  سيدي بوزيد الشرقية","Délégation de Sidi Bouzid Est","","43","Gouvernorat de Sidi Bouzid"
"27695259","El Ahouaz","الأحواز","El Ahouaz","","4352","Délégation de Sidi Bouzid Est"
"27695269","Bennour","بنور","Bennour","","4352","Délégation de Sidi Bouzid Est"
"27695279","Faiedh","فانض","Faiedh","","4352","Délégation de Sidi Bouzid Est"
"27695289","EL Assouad","الأسود","EL Assouad","","4352","Délégation de Sidi Bouzid Est"
"27695299","EL Amra","العامرة","EL Amra","","4352","Délégation de Sidi Bouzid Est"
"27695309","El Makarem","المكارم","El Makarem","","4352","Délégation de Sidi Bouzid Est"
"27695319","EL Makarem Est","المكارم الشرقية","EL Makarem Est","","4352","Délégation de Sidi Bouzid Est"
"27695329","El Okla","العقلة","El Okla","","4352","Délégation de Sidi Bouzid Est"
"27695339","Aïn Rebaou","عين رباو","Aïn Rebaou","","4352","Délégation de Sidi Bouzid Est"
"27695349","El Henia Abazid","الحنية أبازيد","El Henia Abazid","","4352","Délégation de Sidi Bouzid Est"
"27695359","Garet hadid","قارة حديد","Garet hadid","","4352","Délégation de Sidi Bouzid Est"
"27695369","Ezzitouna","الزيتونة","Ezzitouna","","4352","Délégation de Sidi Bouzid Est"
"4353","Delegation of Jilma","معتمدية  جلمة","Délégation de Jilma","","43","Gouvernorat de Sidi Bouzid"
"27695379","Jilma Est","جملة الشرقية","Jilma Est","","4353","Délégation de Jilma"
"27695389","Jilma Ouest","جلمة الغريبة","Jilma Ouest","","4353","Délégation de Jilma"
"27695399","Lazirek","لزيرق","Lazirek","","4353","Délégation de Jilma"
"27695409","Selta","سلتة","Selta","","4353","Délégation de Jilma"
"27695419","Zoghmar","زغمار","Zoghmar","","4353","Délégation de Jilma"
"27695429","Ghedir Ezzitoun","غدير الزيتون","Ghedir Ezzitoun","","4353","Délégation de Jilma"
"27695439","Baten Elghézel Sud","باطن الغزال الجنوبية","Baten Elghézel Sud","","4353","Délégation de Jilma"
"27695449","Baten Elghézel Nord","باطن الغزال الشمالية","Baten Elghézel Nord","","4353","Délégation de Jilma"
"27695459","El Adhla","العضلة","El Adhla","","4353","Délégation de Jilma"
"27695469","El Hamima","الحميمة","El Hamima","","4353","Délégation de Jilma"
"27695479","El Abaiedh","الأبيض","El Abaiedh","","4353","Délégation de Jilma"
"4354","Delegation of Cebalet Ouled Asker","معتمدية  سبالة أولاد عسكر","Délégation de Cebalet Ouled Asker","","43","Gouvernorat de Sidi Bouzid"
"27695489","Cebalet","السبالة","Cebalet","","4354","Délégation de Cebalet Ouled Asker"
"27695499","El Amra","العامرة","El Amra","","4354","Délégation de Cebalet Ouled Asker"
"27695509","Essed","السد","Essed","","4354","Délégation de Cebalet Ouled Asker"
"27695519","Meghila","مغيلة","Meghila","","4354","Délégation de Cebalet Ouled Asker"
"27695529","El Ayoun","العيون","El Ayoun","","4354","Délégation de Cebalet Ouled Asker"
"4355","Delegation of Bir El Hafey","معتمدية  بئر الحفي","Délégation de Bir El Hafey","","43","Gouvernorat de Sidi Bouzid"
"27695539","Bir El Hafey","بئر الحفي","Bir El Hafey","","4355","Délégation de Bir El Hafey"
"27695549","El Mohamdia","المحمدية","El Mohamdia","","4355","Délégation de Bir El Hafey"
"27695559","El Ksar","القصر","El Ksar","","4355","Délégation de Bir El Hafey"
"27695569","Bir Amama","بئر عمامة","Bir Amama","","4355","Délégation de Bir El Hafey"
"27695579","El Mezara","المزارة","El Mezara","","4355","Délégation de Bir El Hafey"
"27695589","Essalama","السلامة","Essalama","","4355","Délégation de Bir El Hafey"
"27695599","Ourgha","ورغة","Ourgha","","4355","Délégation de Bir El Hafey"
"27695609","Rahal","رحال","Rahal","","4355","Délégation de Bir El Hafey"
"27695619","Bir Bousbiaa","بئر بوصبيع","Bir Bousbiaa","","4355","Délégation de Bir El Hafey"
"4356","Delegation of Sidi Ali Ben Aoûn","معتمدية  سيدي علي بن عون","Délégation de Sidi Ali Ben Aoûn","","43","Gouvernorat de Sidi Bouzid"
"27695629","Sidi Ali Ben Aoun","سيدي علي بن عون","Sidi Ali Ben Aoun","","4356","Délégation de Sidi Ali Ben Aoûn"
"27695639","Errabta","الرابطة","Errabta","","4356","Délégation de Sidi Ali Ben Aoûn"
"27695649","Essahla","الساهلة","Essahla","","4356","Délégation de Sidi Ali Ben Aoûn"
"27695659","El Ouaara","الواعرة","El Ouaara","","4356","Délégation de Sidi Ali Ben Aoûn"
"27695669","Ouled Brahim","أولاد إبراهيم","Ouled Brahim","","4356","Délégation de Sidi Ali Ben Aoûn"
"27695679","El Mansoura Est","المنصورة الشرقية","El Mansoura Est","","4356","Délégation de Sidi Ali Ben Aoûn"
"27695689","El Mansoura Ouest","المنصورة الغربية","El Mansoura Ouest","","4356","Délégation de Sidi Ali Ben Aoûn"
"4357","Delegation of Menzel Bouzaïenne","معتمدية  منزل بوزيان","Délégation de Menzel Bouzaïenne","","43","Gouvernorat de Sidi Bouzid"
"27695699","Menzel Bouzaïane","منزل بوزيان","Menzel Bouzaïane","","4357","Délégation de Menzel Bouzaïenne"
"27695709","En-Nouamer","النوامر","En-Nouamer","","4357","Délégation de Menzel Bouzaïenne"
"27695719","Kallel","قلال","Kallel","","4357","Délégation de Menzel Bouzaïenne"
"27695729","EL Khorchef","الخرشف","EL Khorchef","","4357","Délégation de Menzel Bouzaïenne"
"27695739","El Kharrouba","الخروبة","El Kharrouba","","4357","Délégation de Menzel Bouzaïenne"
"27695749","El Omria","العمرية","El Omria","","4357","Délégation de Menzel Bouzaïenne"
"27695759","El Omrane","العمران","El Omrane","","4357","Délégation de Menzel Bouzaïenne"
"4358","Delegation of Meknassy","معتمدية  المكناسي","Délégation de Meknassy","","43","Gouvernorat de Sidi Bouzid"
"27695769","EL Jebbes","الجباس","EL Jebbes","","4358","Délégation de Meknassy"
"27695779","Gheris Ouest","الغريس الغربية","Gheris Ouest","","4358","Délégation de Meknassy"
"27695789","Mech","مش","Mech","","4358","Délégation de Meknassy"
"27695799","Meknassy Est","المكناسي الشرقية","Meknassy Est","","4358","Délégation de Meknassy"
"27695809","Meknassy Ouest","المكناسي الغربية","Meknassy Ouest","","4358","Délégation de Meknassy"
"27695819","Meknassy Nord","المكناسي الشمالية","Meknassy Nord","","4358","Délégation de Meknassy"
"27695829","Ezzouarâa","الزوارع","Ezzouarâa","","4358","Délégation de Meknassy"
"27695839","EL Mabrouka","المبروكة","EL Mabrouka","","4358","Délégation de Meknassy"
"27695849","Ennasr","النصر","Ennasr","","4358","Délégation de Meknassy"
"4359","Delegation of Souk Jedid","معتمدية  سوق الجديد","Délégation de Souk Jedid","","43","Gouvernorat de Sidi Bouzid"
"27695859","Souk Jedid","سوق الجديد","Souk Jedid","","4359","Délégation de Souk Jedid"
"27695869","Ghiriouis","غريويس","Ghiriouis","","4359","Délégation de Souk Jedid"
"27695879","Ksaîra","القصيرة","Ksaîra","","4359","Délégation de Souk Jedid"
"27695889","Sekdal","سقدال","Sekdal","","4359","Délégation de Souk Jedid"
"27695899","Erremelia","الرميلية","Erremelia","","4359","Délégation de Souk Jedid"
"27695909","Ezzafzaf","الزفزاف","Ezzafzaf","","4359","Délégation de Souk Jedid"
"27695919","Bir Badr","بئر بدر","Bir Badr","","4359","Délégation de Souk Jedid"
"4360","Delegation of Mezzouna","معتمدية  المزونة","Délégation de Mezzouna","","43","Gouvernorat de Sidi Bouzid"
"27695929","Mezzouna","المزونة","Mezzouna","","4360","Délégation de Mezzouna"
"27695939","EL Founi","الفوني","EL Founi","","4360","Délégation de Mezzouna"
"27695949","Bou Hedma","بوهدمة","Bou Hedma","","4360","Délégation de Mezzouna"
"27695959","El Gheris Est","الغريس الشرقية","El Gheris Est","","4360","Délégation de Mezzouna"
"27695969","Khobna","الخبنة","Khobna","","4360","Délégation de Mezzouna"
"27695979","Eddaouara","الدوارة","Eddaouara","","4360","Délégation de Mezzouna"
"27695989","EL Khaoui","الخوي","EL Khaoui","","4360","Délégation de Mezzouna"
"27695999","EL Besbes","البسباس","EL Besbes","","4360","Délégation de Mezzouna"
"27696009","Essed","السد","Essed","","4360","Délégation de Mezzouna"
"4361","Delegation of Regueb","معتمدية  الرقاب","Délégation de Regueb","","43","Gouvernorat de Sidi Bouzid"
"27696019","Regueb","الرقاب","Regueb","","4361","Délégation de Regueb"
"27696029","Khechem Ouest","الخشم الغربية","Khechem Ouest","","4361","Délégation de Regueb"
"27696039","Essaïda Nord","السعيدة الشمالية","Essaïda Nord","","4361","Délégation de Regueb"
"27696049","Ksar El Hammam Est","قصر الحمام الشرقية","Ksar El Hammam Est","","4361","Délégation de Regueb"
"27696059","Gouleb","قولاب","Gouleb","","4361","Délégation de Regueb"
"27696069","Erradhâa","الرضاع","Erradhâa","","4361","Délégation de Regueb"
"27696079","Erradhâa Est","الرضاع الشرقية","Erradhâa Est","","4361","Délégation de Regueb"
"27696089","Boudinar","بودينار","Boudinar","","4361","Délégation de Regueb"
"27696099","Ksar EL Hammam Ouest","قصر الحمام الغربية","Ksar EL Hammam Ouest","","4361","Délégation de Regueb"
"27696109","Gobrar","قبرار","Gobrar","","4361","Délégation de Regueb"
"27696119","Rihana","ريحانة","Rihana","","4361","Délégation de Regueb"
"27696129","Essekba","السكبة","Essekba","","4361","Délégation de Regueb"
"27696139","Khechem Est","الخشم الشرقية","Khechem Est","","4361","Délégation de Regueb"
"27696149","Essaïda Sud","السعيدة الجنوبية","Essaïda Sud","","4361","Délégation de Regueb"
"27696159","Essaïda Est","السعيدة الشرقية","Essaïda Est","","4361","Délégation de Regueb"
"27696169","Ferch Gharib","فرش غريب","Ferch Gharib","","4361","Délégation de Regueb"
"27696179","Ouled Ayouni","أولاد عيوني","Ouled Ayouni","","4361","Délégation de Regueb"
"4362","Delegation of Ouled Haffouz","معتمدية  أولاد حفوز","Délégation de Ouled Haffouz","","43","Gouvernorat de Sidi Bouzid"
"27696189","Ouled Haffouz","أولاد حفوز","Ouled Haffouz","","4362","Délégation de Ouled Haffouz"
"27696199","Dheouibet Sud","الدويبات الجنوبية","Dheouibet Sud","","4362","Délégation de Ouled Haffouz"
"27696209","Sidi Khelif","سيدي خليف","Sidi Khelif","","4362","Délégation de Ouled Haffouz"
"27696219","El Henia","الحنية","El Henia","","4362","Délégation de Ouled Haffouz"
"27696229","Kassouda","كسودة","Kassouda","","4362","Délégation de Ouled Haffouz"
"27696239","El Mebarkia","المباركية","El Mebarkia","","4362","Délégation de Ouled Haffouz"
"27696249","Ech-Cheouachia","الشواشية","Ech-Cheouachia","","4362","Délégation de Ouled Haffouz"
"27696259","Sidi Ellafi","سيدي اللافي","Sidi Ellafi","","4362","Délégation de Ouled Haffouz"
"27696269","Dheouibet Nord","الذويبات الشمالية","Dheouibet Nord","","4362","Délégation de Ouled Haffouz"
"5","South East","إقليم الجنوب الشرقي","Sud Est","","0","Tunisie"
"51","Governorate of Gabes","ولاية قابس","Gouvernorat de Gabès","TN-81","5","Sud Est"
"5151","Delegation of Gabes Medina","معتمدية  قابس المدينة","Délégation de Gabes Medina","","51","Gouvernorat de Gabès"
"27696279","Secteur (1)","المنطقة الأولى","Secteur (1)","","5151","Délégation de Gabes Medina"
"27696289","Secteur (2)","المنطقة الثانية","Secteur (2)","","5151","Délégation de Gabes Medina"
"27696299","Secteur (3)","المنطقة الثالثة","Secteur (3)","","5151","Délégation de Gabes Medina"
"27696309","Secteur (4)","المنطقة الرابعة","Secteur (4)","","5151","Délégation de Gabes Medina"
"27696319","Chott Sidi Abdesselam","شط سيدي عبد السلام","Chott Sidi Abdesselam","","5151","Délégation de Gabes Medina"
"5152","Delegation of Gabes Ouest","معتمدية  قابس الغربية","Délégation de Gabes Ouest","","51","Gouvernorat de Gabès"
"27696329","Er-Remathi","الرماثي","Er-Remathi","","5152","Délégation de Gabes Ouest"
"27696339","Bou-Chemma","بوشمة","Bou-Chemma","","5152","Délégation de Gabes Ouest"
"27696349","Nahal","النحال","Nahal","","5152","Délégation de Gabes Ouest"
"27696359","Jaouaoula","الجواولة","Jaouaoula","","5152","Délégation de Gabes Ouest"
"27696369","Chenini Nord","شنني الشمالية","Chenini Nord","","5152","Délégation de Gabes Ouest"
"27696379","Chenini Est","شنني الشرقية","Chenini Est","","5152","Délégation de Gabes Ouest"
"27696389","Chenini Ouest","شنني الغربية","Chenini Ouest","","5152","Délégation de Gabes Ouest"
"5153","Delegation of Gabes Sud","معتمدية  قابس الجنوبية","Délégation de Gabes Sud","","51","Gouvernorat de Gabès"
"27696399","Teboulbou","تبلبو","Teboulbou","","5153","Délégation de Gabes Sud"
"27696409","Sidi Boulbaba","سيدي بولبابة","Sidi Boulbaba","","5153","Délégation de Gabes Sud"
"27696419","Zrig Eddakhlania","زريق الدخلانية","Zrig Eddakhlania","","5153","Délégation de Gabes Sud"
"27696429","Secteur (5)","المنطقة الخامسة","Secteur (5)","","5153","Délégation de Gabes Sud"
"27696439","El Medou","المدو","El Medou","","5153","Délégation de Gabes Sud"
"27696449","Limaoua","ليماوة","Limaoua","","5153","Délégation de Gabes Sud"
"27696459","El Amazir","الأمازير","El Amazir","","5153","Délégation de Gabes Sud"
"5154","Delegation of Ghanouch","معتمدية  غنوش","Délégation de Ghanouch","","51","Gouvernorat de Gabès"
"27696469","Ghanouch Est","غنوش الشرقية","Ghanouch Est","","5154","Délégation de Ghanouch"
"27696479","Ghanouch Ouest","غنوش الغربية","Ghanouch Ouest","","5154","Délégation de Ghanouch"
"27696489","Ghanouche Sud","غنوش الجنوبية","Ghanouche Sud","","5154","Délégation de Ghanouch"
"27696499","Ghanouche Nord","غنوش الشمالية","Ghanouche Nord","","5154","Délégation de Ghanouch"
"5155","Delegation of El Metouia","معتمدية  المطوية","Délégation de El Metouia","","51","Gouvernorat de Gabès"
"27696509","El Metouia Nord","المطويةالشمالية","El Metouia Nord","","5155","Délégation de El Metouia"
"27696519","El Metouia Sud","المطورية الجنوبية","El Metouia Sud","","5155","Délégation de El Metouia"
"27696529","Ouedhref Nord","وذرف الشمالية","Ouedhref Nord","","5155","Délégation de El Metouia"
"27696539","Ouedhref Sud","وذرف الجنوبية","Ouedhref Sud","","5155","Délégation de El Metouia"
"27696549","El Akarit","العكاريت","El Akarit","","5155","Délégation de El Metouia"
"27696559","El Hicha","الهيشة","El Hicha","","5155","Délégation de El Metouia"
"27696569","El Mida","الميدة","El Mida","","5155","Délégation de El Metouia"
"5156","Delegation of Menzel El Habib","معتمدية  منزل الحبيب","Délégation de Menzel El Habib","","51","Gouvernorat de Gabès"
"27696579","Oued Ezzitoun","وادي الزيتون","Oued Ezzitoun","","5156","Délégation de Menzel El Habib"
"27696589","El Fejij","الفجيج","El Fejij","","5156","Délégation de Menzel El Habib"
"27696599","El Mehemla","المهاملة","El Mehemla","","5156","Délégation de Menzel El Habib"
"27696609","Es-Saki","السقي","Es-Saki","","5156","Délégation de Menzel El Habib"
"27696619","Rabiaa Ouali","ربيعة والي","Rabiaa Ouali","","5156","Délégation de Menzel El Habib"
"27696629","Zoughrata","زقراطة","Zoughrata","","5156","Délégation de Menzel El Habib"
"27696639","Menzel El Habib","منزل الحبيب","Menzel El Habib","","5156","Délégation de Menzel El Habib"
"5157","Delegation of El Hamma","معتمدية  الحامة","Délégation de El Hamma","","51","Gouvernorat de Gabès"
"27696649","Secteur Nord","المنطقة الشمالية","Secteur Nord","","5157","Délégation de El Hamma"
"27696659","El Ksar","القصر","El Ksar","","5157","Délégation de El Hamma"
"27696669","Secteur Est (1)","المنطقة الشرقية (1)","Secteur Est (1)","","5157","Délégation de El Hamma"
"27696679","Secteur Est (2)","المنطقة الشرقية (2)","Secteur Est (2)","","5157","Délégation de El Hamma"
"27696689","Secteur Sud","المنطقة القبلية","Secteur Sud","","5157","Délégation de El Hamma"
"27696699","Farhat Hached","فرحات حشاد","Farhat Hached","","5157","Délégation de El Hamma"
"27696709","Chanchou","شانشو","Chanchou","","5157","Délégation de El Hamma"
"27696719","El Behaïer","البحاير","El Behaïer","","5157","Délégation de El Hamma"
"27696729","Bechima El Borj","بشيمة البرج","Bechima El Borj","","5157","Délégation de El Hamma"
"27696739","Bechima El Kalb","بشيمة القلب","Bechima El Kalb","","5157","Délégation de El Hamma"
"27696749","Bou Attouch","بوعطوش","Bou Attouch","","5157","Délégation de El Hamma"
"27696759","Habib Thameur","الحبيب ثامر","Habib Thameur","","5157","Délégation de El Hamma"
"27696769","Secteur Ouest","المنطقة الغريبة","Secteur Ouest","","5157","Délégation de El Hamma"
"5158","Delegation of Matmata","معتمدية  مطماطة","Délégation de Matmata","","51","Gouvernorat de Gabès"
"27696779","Matmata","مطماطة","Matmata","","5158","Délégation de Matmata"
"27696789","Techine","تشين","Techine","","5158","Délégation de Matmata"
"27696799","Tamazrat","طمزرط","Tamazrat","","5158","Délégation de Matmata"
"5159","Delegation of Nouvelle Matmata","معتمدية  مطماطة الجديدة","Délégation de Nouvelle Matmata","","51","Gouvernorat de Gabès"
"27696809","Nouvelle Matmata","مطماطة الجديدة","Nouvelle Matmata","","5159","Délégation de Nouvelle Matmata"
"27696819","Heddaj","هداج","Heddaj","","5159","Délégation de Nouvelle Matmata"
"27696829","Ez-Zeraoua","الزراوة","Ez-Zeraoua","","5159","Délégation de Nouvelle Matmata"
"27696839","Beni Aïssa","بني عيسى","Beni Aïssa","","5159","Délégation de Nouvelle Matmata"
"27696849","Beni Zalten","بني زلطن","Beni Zalten","","5159","Délégation de Nouvelle Matmata"
"5160","Delegation of Mareth","معتمدية  مارث","Délégation de Mareth","","51","Gouvernorat de Gabès"
"27696859","Mareth","مارث","Mareth","","5160","Délégation de Mareth"
"27696869","Mareth Nord","مارث الشمالية","Mareth Nord","","5160","Délégation de Mareth"
"27696879","Sidi Touati","سيدي التواتي","Sidi Touati","","5160","Délégation de Mareth"
"27696889","Ez-Zerkine","الزركين","Ez-Zerkine","","5160","Délégation de Mareth"
"27696899","Ayoun Ez-Zerkine","عيون الزركين","Ayoun Ez-Zerkine","","5160","Délégation de Mareth"
"27696909","Ourafinine","واريفين","Ourafinine","","5160","Délégation de Mareth"
"27696919","Ezzarat","الزارات","Ezzarat","","5160","Délégation de Mareth"
"27696929","El Alaya","العلاية","El Alaya","","5160","Délégation de Mareth"
"27696939","Arram","عرام","Arram","","5160","Délégation de Mareth"
"27696949","Ketana","كتانة","Ketana","","5160","Délégation de Mareth"
"27696959","Toujane","توجان","Toujane","","5160","Délégation de Mareth"
"27696969","Zemarten","زمرتن","Zemarten","","5160","Délégation de Mareth"
"27696979","Zerig El Ghandri","زريق الغندري","Zerig El Ghandri","","5160","Délégation de Mareth"
"27696989","Aïn Tounine","عين تونين","Aïn Tounine","","5160","Délégation de Mareth"
"27696999","Dekhilet Toujane","دخيلة توجان","Dekhilet Toujane","","5160","Délégation de Mareth"
"52","Governorate of Medenine","ولاية مدنين","Gouvernorat de Medenine","TN-82","5","Sud Est"
"5251","Delegation of Medenine Nord","معتمدية  مدنين الشمالية","Délégation de Medenine Nord","","52","Gouvernorat de Medenine"
"27697009","Beni Ghezaïl","بني عزيل","Beni Ghezaïl","","5251","Délégation de Medenine Nord"
"27697019","37743","2 ماي","37743","","5251","Délégation de Medenine Nord"
"27697029","Mednine Ouest","مدنين الغربية","Mednine Ouest","","5251","Délégation de Medenine Nord"
"27697039","37700","20 مارس","37700","","5251","Délégation de Medenine Nord"
"27697049","Mednine Nord","مدنين الشمالية","Mednine Nord","","5251","Délégation de Medenine Nord"
"27697059","Oum Ettameur Ouest","أم التمر الغربية","Oum Ettameur Ouest","","5251","Délégation de Medenine Nord"
"27697069","Oum Ettameur est","أم التمر الشرقية","Oum Ettameur est","","5251","Délégation de Medenine Nord"
"27697079","Koutine","كوتين","Koutine","","5251","Délégation de Medenine Nord"
"5252","Delegation of Medenine Sud","معتمدية  مدنين الجنوبية","Délégation de Medenine Sud","","52","Gouvernorat de Medenine"
"27697089","Mednine Sud","مدنين الجنوبية","Mednine Sud","","5252","Délégation de Medenine Sud"
"27697099","Mednine Est","مدنين الشرقية","Mednine Est","","5252","Délégation de Medenine Sud"
"27697109","El Labba","اللبة","El Labba","","5252","Délégation de Medenine Sud"
"27697119","Hessi Amor","حسي عمر","Hessi Amor","","5252","Délégation de Medenine Sud"
"27697129","Oued Esseder","وادي السدر","Oued Esseder","","5252","Délégation de Medenine Sud"
"27697139","Hessi Mednine","حسي مدنين","Hessi Mednine","","5252","Délégation de Medenine Sud"
"27697149","Darghoulia","الدرغولية","Darghoulia","","5252","Délégation de Medenine Sud"
"27697159","Souitir","السويطير","Souitir","","5252","Délégation de Medenine Sud"
"27697169","Nouvelle Amra","عمر الجديدة","Nouvelle Amra","","5252","Délégation de Medenine Sud"
"27697179","Bou-Ghrara","بوغرارة","Bou-Ghrara","","5252","Délégation de Medenine Sud"
"5253","Delegation of Beni Khedech","معتمدية  بني خداش","Délégation de Beni Khedech","","52","Gouvernorat de Medenine"
"27697189","Beni-Khedech","بني خداش","Beni-Khedech","","5253","Délégation de Beni Khedech"
"27697199","Rahala","رحالة","Rahala","","5253","Délégation de Beni Khedech"
"27697209","Eddekhila","الدخيلة","Eddekhila","","5253","Délégation de Beni Khedech"
"27697219","Ouarjijene","ورجيجن","Ouarjijene","","5253","Délégation de Beni Khedech"
"27697229","Oued El Khil","وادي الخيل","Oued El Khil","","5253","Délégation de Beni Khedech"
